f_property_type,f_neighbourhood_cleansed,f_host_response_time,price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,d_baby_bath,d_babysitter_recommendations,d_baking_sheet,d_bathroom_essentials,d_beach_essentials,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_changing_table,d_cleaning_products,d_dining_table,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_fireplace_guards,d_game_console,d_hangers,d_high_chair,d_host_greets_you,d_hot_water,d_hot_water_kettle,d_indoor_fireplace,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_waterfront,d_have_kitchen,d_have_stove,d_have_oven,d_refrigerator,d_coffee_machine,d_bbq_equipment,d_free_parking,d_paid_parking,d_bath_tub,d_linens,d_wifi,d_streaming_services,d_tv,d_sound_system,d_shampoo_conditioner,d_body_wash,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_cooling,d_balcony,d_garden,d_have_board_game,d_clothing_storage,d_have_breakfast,d_have_cleaning_before_checkout,d_have_workspace,d_cutlary_glasses,d_have_first_aid,d_have_sauna,d_have_fitnessgym,d_family_friendly,d_have_pool,d_have_crib,d_host_is_superhost,d_host_identity_verified,d_instant_bookable,local_price,id,host_id,neighbourhood_cleansed,room_type,property_type,ln_price,d_flag_bedrooms,flag_review_scores_rating,flag_host_acceptance_rate,p_host_acceptance_rate,flag_host_response_rate,p_host_response_rate,flag_host_response_time,flag_days_since_first_review,n_days_since_first_review,flag_reviews_per_month,f_days_since_first_review,f_bathroom,f_bedroom,f_beds,f_review_score_rating,f_number_of_reviews,f_minimum_nights,ln_number_of_reviews,ln_days_since_first_review
Condo,Melbourne,missing,78.1,3,1,2,2,4.62,13,0.51,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,110,39406293,186207313,Melbourne,Entire home/apt,Condo,4.35799005684564,0,0,1,96,1,98,1,0,767,0,2,1,2,2,4.5+,2,2,2.6390573296152584,6.642486801367256
Serviced_apartment,Melbourne,3,161.88,3,1,1,1,3.96,26,0.98,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,228,39426651,302834691,Melbourne,Entire home/apt,Serviced_apartment,5.086855320007665,0,0,0,97,0,51,0,0,797,0,2,1,1,1,0-4.5,2,1,3.295836866004329,6.680854678790215
Serviced_apartment,Melbourne,3,243.53,5,1,2,2,3.89,9,0.48,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,343,39426701,302834691,Melbourne,Entire home/apt,Serviced_apartment,5.495240138219164,0,0,0,97,0,51,0,0,567,0,2,1,2,2,0-4.5,2,1,2.302585092994046,6.340359303727752
Condo,Whitehorse,missing,66.74,4,1,1,2,4.64,14,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,94,39491961,303377247,Whitehorse,Entire home/apt,Condo,4.2008044733232275,0,0,0,83,1,98,1,0,776,0,2,1,1,2,4.5+,2,1,2.70805020110221,6.654152520183219
Serviced_apartment,Boroondara,1,163.29999999999998,4,1,2,3,4.4,16,0.59,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,230,39512787,151026899,Boroondara,Entire home/apt,Serviced_apartment,5.095588999976419,0,0,0,82,0,94,0,0,810,0,2,1,2,3,0-4.5,2,1,2.833213344056216,6.697034247666484
Serviced_apartment,Melbourne,missing,94.42999999999999,6,3,2,2,4.8,0,0.85,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,133,39583820,200517864,Melbourne,Entire home/apt,Serviced_apartment,4.547858819274977,0,1,1,96,1,98,1,1,736.5,1,2,3,2,2,4.5+,1,2,0,6.601909235902685
Condo,Melbourne,1,319.5,6,3,3,3,4.36,22,0.85,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,450,39729983,219367599,Melbourne,Entire home/apt,Condo,5.766757273817589,0,0,0,91,0,80,0,0,772,0,2,3,3,3,0-4.5,2,2,3.1354942159291497,6.648984550024776
Serviced_apartment,Melbourne,1,188.85999999999999,5,1,1,2,4.5,4,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,266,39778873,184910986,Melbourne,Entire home/apt,Serviced_apartment,5.241005999834923,0,0,0,95,0,92,0,0,684,0,2,1,1,2,4.5+,2,1,1.6094379124341003,6.52795791762255
Serviced_apartment,Melbourne,1,231.45999999999998,4,2,2,2,5,2,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,326,39779155,184910986,Melbourne,Entire home/apt,Serviced_apartment,5.444407072419931,0,0,0,95,0,92,0,0,775,0,2,2,2,2,4.5+,2,1,1.0986122886681098,6.652863029353347
Serviced_apartment,Melbourne,1,261.99,5,2,2,2,4,3,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,369,39779290,184910986,Melbourne,Entire home/apt,Serviced_apartment,5.568306335093752,0,0,0,95,0,92,0,0,579,0,2,2,2,2,0-4.5,2,1,1.3862943611198906,6.361302477572996
Condo,Melbourne,missing,101.53,4,2,2,2,4.48,23,0.88,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,143,39853373,126539602,Melbourne,Entire home/apt,Condo,4.6203543213131315,0,0,0,100,1,98,1,0,780,0,2,2,2,2,0-4.5,2,1,3.1780538303479458,6.659293919683638
Loft,Maroondah,missing,63.9,2,1,1,1,4.64,14,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90,40064352,309041915,Maroondah,Entire home/apt,Loft,4.157319361383489,0,0,1,96,1,98,1,0,770,0,2,1,1,1,4.5+,2,1,2.70805020110221,6.646390514847729
Condo,Yarra,missing,82.36,4,1,2,2,4.57,46,1.78,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,116,40094747,154877871,Yarra,Entire home/apt,Condo,4.411099882159589,0,0,1,96,1,98,1,0,773,0,2,1,2,2,4.5+,2,2,3.8501476017100584,6.650279048587422
Condo,Yarra,missing,61.769999999999996,3,1,1,2,5,2,0.08,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,87,40165294,121165116,Yarra,Entire home/apt,Condo,4.123417809707807,0,0,1,96,1,98,1,0,771,0,2,1,1,2,4.5+,2,1,1.0986122886681098,6.647688373563329
Condo,Port Phillip,missing,128.51,6,2,2,3,4.5,3,0.12,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,181,40166552,186334797,Port Phillip,Entire home/apt,Condo,4.85600672231905,0,0,1,96,1,98,1,0,762,0,2,2,2,3,4.5+,2,2,1.3862943611198906,6.635946555686647
Condo,Darebin,missing,108.63,5,2,2,2,4.83,6,0.23,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,153,40201813,154877871,Darebin,Entire home/apt,Condo,4.68794761244566,0,0,1,96,1,98,1,0,768,0,2,2,2,2,4.5+,2,2,1.9459101490553132,6.643789733147672
Serviced_apartment,Monash,1,233.58999999999997,5,2,2,2,4.33,3,0.41,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,329,40260975,235574374,Monash,Entire home/apt,Serviced_apartment,5.4535674418185955,0,0,0,92,0,100,0,0,217,0,1,2,2,2,0-4.5,2,4,1.3862943611198906,5.37989735354046
Condo,Whitehorse,missing,66.74,2,1,1,1,4.67,3,0.12,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,94,40359169,303377247,Whitehorse,Entire home/apt,Condo,4.2008044733232275,0,0,0,83,1,98,1,0,736,0,2,1,1,1,4.5+,2,1,1.3862943611198906,6.601230118728877
Serviced_apartment,Whitehorse,1,130.64,2,1,1,1,4.6,42,1.71,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,184,40381807,312135689,Whitehorse,Entire home/apt,Serviced_apartment,4.8724454486622095,0,0,0,98,0,80,0,0,737,0,2,1,1,1,4.5+,2,1,3.7612001156935624,6.602587892189336
Serviced_apartment,Whitehorse,1,183.17999999999998,4,1,2,2,4.5,8,0.33,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,258,40381942,312135689,Whitehorse,Entire home/apt,Serviced_apartment,5.210469275974841,0,0,0,98,0,80,0,0,729,0,2,1,2,2,4.5+,2,1,2.1972245773362196,6.591673732008658
Serviced_apartment,Melbourne,4,53.25,3,1,2,2,4.8,0,0.85,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,75,40385234,312169087,Melbourne,Entire home/apt,Serviced_apartment,3.9749978045895347,0,1,1,96,1,98,0,1,736.5,1,2,1,2,2,4.5+,1,4,0,6.601909235902685
Serviced_apartment,Port Phillip,1,147.68,2,1,1,1,4.75,65,2.55,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,208,40407003,265055892,Port Phillip,Entire home/apt,Serviced_apartment,4.995047770754542,1,0,0,92,0,97,0,0,764,0,2,1,1,1,4.5+,3,1,4.189654742026425,6.638567789166521
Serviced_apartment,Melbourne,1,165.42999999999998,2,1,1,1,4.71,14,0.61,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,233,40407885,265055892,Melbourne,Entire home/apt,Serviced_apartment,5.108548144618925,0,0,0,92,0,97,0,0,686,0,2,1,1,1,4.5+,2,1,2.70805020110221,6.530877627725885
Serviced_apartment,Melbourne,1,312.4,4,2,2,2,4.86,7,0.31,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,440,40429733,265055892,Melbourne,Entire home/apt,Serviced_apartment,5.744284417965531,0,0,0,92,0,97,0,0,672,0,2,2,2,2,4.5+,2,1,2.0794415416798357,6.5102583405231496
Serviced_apartment,Melbourne,1,312.4,4,2,2,2,5,1,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,440,40430878,265055892,Melbourne,Entire home/apt,Serviced_apartment,5.744284417965531,0,0,0,92,0,97,0,0,278,0,1,2,2,2,4.5+,2,1,0.6931471805599453,5.627621113690637
Condo,Manningham,1,115.72999999999999,4,2.5,2,2,4.53,15,0.58,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,163,40452011,225058199,Manningham,Entire home/apt,Condo,4.751259891859986,0,0,0,97,0,100,0,0,770,0,2,2,2,2,4.5+,2,3,2.772588722239781,6.646390514847729
Condo,Port Phillip,missing,84.49,4,1,2,2,4.75,44,1.78,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,119,40452146,154877871,Port Phillip,Entire home/apt,Condo,4.436633184164753,0,0,1,96,1,98,1,0,741,0,2,1,2,2,4.5+,2,2,3.8066624897703196,6.608000625296087
Loft,Yarra,1,177.5,3,1.5,1,2,5,8,0.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,250,40535129,3435060,Yarra,Entire home/apt,Loft,5.178970608915471,0,0,0,80,0,100,0,0,685,0,2,1,1,2,4.5+,2,2,2.1972245773362196,6.529418838262226
Serviced_apartment,Port Phillip,missing,124.25,2,1,1,1,0,2,0.08,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,175,40538875,308850897,Port Phillip,Entire home/apt,Serviced_apartment,4.822295664976738,1,0,1,96,1,98,1,0,767,0,2,1,1,1,0-4.5,2,3,1.0986122886681098,6.642486801367256
Serviced_apartment,Port Phillip,3,115.02,2,1,1,1,4.8,0,0.85,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,162,40542854,126540899,Port Phillip,Entire home/apt,Serviced_apartment,4.745106026285608,0,1,0,79,0,70,0,1,736.5,1,2,1,1,1,4.5+,1,4,0,6.601909235902685
Serviced_apartment,Melbourne,2,142.70999999999998,2,1,1,1,5,1,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,201,40562754,314242469,Melbourne,Entire home/apt,Serviced_apartment,4.960814599112299,0,0,0,88,0,100,0,0,279,0,1,1,1,1,4.5+,2,1,0.6931471805599453,5.631211781821365
Condo,Melbourne,1,53.25,4,1,2,2,4.7,23,0.92,20,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,75,40566012,309055967,Melbourne,Entire home/apt,Condo,3.9749978045895347,0,0,0,98,0,100,0,0,750,0,2,1,2,2,4.5+,2,4,3.1780538303479458,6.620073206530356
Serviced_apartment,Melbourne,4,53.25,3,1,2,2,4.8,0,0.85,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,75,40618401,312169087,Melbourne,Entire home/apt,Serviced_apartment,3.9749978045895347,0,1,1,96,1,98,0,1,736.5,1,2,1,2,2,4.5+,1,4,0,6.601909235902685
Serviced_apartment,Melbourne,1,126.38,2,1,1,1,4.29,17,0.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,178,40631206,309353847,Melbourne,Entire home/apt,Serviced_apartment,4.83929324134531,0,0,0,100,0,100,0,0,721,0,2,1,1,1,0-4.5,2,1,2.8903717578961645,6.580639137284949
Serviced_apartment,Melbourne,1,147.68,2,1,1,1,2,1,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,208,40631389,309353847,Melbourne,Entire home/apt,Serviced_apartment,4.995047770754542,0,0,0,100,0,100,0,0,230,0,1,1,1,1,0-4.5,2,1,0.6931471805599453,5.438079308923196
Serviced_apartment,Stonnington,1,239.98,4,2,2,2,5,2,0.08,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,338,40705616,299365771,Stonnington,Entire home/apt,Serviced_apartment,5.4805555865362425,0,0,0,96,0,86,0,0,713,0,2,2,2,2,4.5+,2,2,1.0986122886681098,6.569481420414296
Serviced_apartment,Melbourne,4,177.5,4,1,2,3,4.8,0,0.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,250,40735178,312678151,Melbourne,Entire home/apt,Serviced_apartment,5.178970608915471,0,1,0,10,0,36,0,1,736.5,1,2,1,2,3,4.5+,1,2,0,6.601909235902685
Condo,Stonnington,missing,76.67999999999999,4,1,2,2,4.5,10,0.41,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,108,40758680,154877871,Stonnington,Entire home/apt,Condo,4.339640918177444,0,0,1,96,1,98,1,0,739,0,2,1,2,2,4.5+,2,2,2.3978952727983707,6.6052979209482015
Serviced_apartment,Monash,1,131.35,2,1,1,1,4.72,532,21.14,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,185,40828457,314668017,Monash,Entire home/apt,Serviced_apartment,4.877865516131549,0,0,0,89,0,100,0,0,754,0,2,1,1,1,4.5+,3,1,6.278521424165844,6.625392368007956
Serviced_apartment,Monash,1,145.54999999999998,4,1,2,2,4.71,232,9.67,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,205,40847984,314668017,Monash,Entire home/apt,Serviced_apartment,4.980519670191632,0,0,0,89,0,100,0,0,719,0,2,1,2,2,4.5+,3,1,5.4510384535657,6.577861357721047
Condo,Melbourne,missing,56.8,4,1,2,2,5,3,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,80,40974126,96962159,Melbourne,Entire home/apt,Condo,4.039536325727106,0,0,1,96,1,98,1,0,709,0,2,1,2,2,4.5+,2,1,1.3862943611198906,6.5638555265321274
Loft,Melbourne,missing,105.08,5,1,2,3,5,2,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,148,40993198,115126017,Melbourne,Entire home/apt,Loft,4.654721964817339,0,0,1,96,1,98,1,0,742,0,2,1,2,3,4.5+,2,1,1.0986122886681098,6.60934924316738
Condo,Melbourne,1,78.1,4,1,2,2,4.94,35,3.65,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,110,40997729,228539075,Melbourne,Entire home/apt,Condo,4.35799005684564,0,0,0,99,0,100,0,0,287,0,1,1,2,2,4.5+,2,1,3.58351893845611,5.659482215759621
Condo,Melbourne,missing,213,6,3,3,3,5,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,300,41015182,242449958,Melbourne,Entire home/apt,Condo,5.3612921657094255,0,0,1,96,1,98,1,0,739,0,2,3,3,3,4.5+,2,1,0.6931471805599453,6.6052979209482015
