f_property_type,f_neighbourhood_cleansed,f_host_response_time,price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,d_baby_bath,d_babysitter_recommendations,d_baking_sheet,d_bathroom_essentials,d_beach_essentials,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_changing_table,d_cleaning_products,d_dining_table,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_fireplace_guards,d_game_console,d_hangers,d_high_chair,d_host_greets_you,d_hot_water,d_hot_water_kettle,d_indoor_fireplace,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_waterfront,d_have_kitchen,d_have_stove,d_have_oven,d_refrigerator,d_coffee_machine,d_bbq_equipment,d_free_parking,d_paid_parking,d_bath_tub,d_linens,d_wifi,d_streaming_services,d_tv,d_sound_system,d_shampoo_conditioner,d_body_wash,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_cooling,d_balcony,d_garden,d_have_board_game,d_clothing_storage,d_have_breakfast,d_have_cleaning_before_checkout,d_have_workspace,d_cutlary_glasses,d_have_first_aid,d_have_sauna,d_have_fitnessgym,d_family_friendly,d_have_pool,d_have_crib,d_host_is_superhost,d_host_identity_verified,d_instant_bookable,local_price,id,host_id,neighbourhood_cleansed,room_type,property_type,ln_price,d_flag_bedrooms,flag_review_scores_rating,flag_host_acceptance_rate,p_host_acceptance_rate,flag_host_response_rate,p_host_response_rate,flag_host_response_time,flag_days_since_first_review,n_days_since_first_review,flag_reviews_per_month,f_days_since_first_review,f_bathroom,f_bedroom,f_beds,f_review_score_rating,f_number_of_reviews,f_minimum_nights,ln_number_of_reviews,ln_days_since_first_review
Serviced_apartment,Melbourne,1,202.35,2,1,1,1,4.49,37,1.01,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,285,30233220,226594420,Melbourne,Entire home/apt,Serviced_apartment,5.309998871321874,0,0,0,98,0,71,0,0,1100,0,3,1,1,1,0-4.5,2,1,3.6375861597263857,7.003065458786462
Serviced_apartment,Melbourne,1,279.03,4,1,2,2,4.56,9,0.26,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,393,30233375,226594420,Melbourne,Entire home/apt,Serviced_apartment,5.631319302922485,0,0,0,98,0,71,0,0,1029,0,3,1,2,2,4.5+,2,1,2.302585092994046,6.9363427358340495
Condo,Glen Eira,missing,119.28,4,2,2,2,4,1,0.03,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,168,30320395,90491400,Glen Eira,Entire home/apt,Condo,4.781473670456483,0,0,1,96,1,98,1,0,1085,0,3,2,2,2,0-4.5,2,2,0.6931471805599453,6.98933526597456
Condo,Yarra,missing,85.19999999999999,2,1.5,1,1,5,7,0.19,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,120,30362129,3142444,Yarra,Entire home/apt,Condo,4.44500143383527,0,0,1,96,1,98,1,0,1128,0,3,1,1,1,4.5+,2,1,2.0794415416798357,7.028201432058005
Condo,Stonnington,missing,67.45,2,1,1,1,5,3,0.09,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,95,30485558,228814071,Stonnington,Entire home/apt,Condo,4.211386582653765,0,0,1,96,1,98,1,0,1052,0,3,1,1,1,4.5+,2,4,1.3862943611198906,6.9584483932976555
Serviced_apartment,Port Phillip,2,134.9,2,1,1,1,4.8,0,0.85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,190,30490453,156409670,Port Phillip,Entire home/apt,Serviced_apartment,4.90453376321371,0,1,0,31,0,95,0,1,736.5,1,2,1,1,1,4.5+,1,4,0,6.601909235902685
Condo,Port Phillip,2,127.8,2,1,1,1,0,1,0.03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,180,30491774,138649185,Port Phillip,Entire home/apt,Condo,4.850466541943434,0,0,0,40,0,94,0,0,1059,0,3,1,1,1,0-4.5,2,4,0.6931471805599453,6.9650803456014065
Serviced_apartment,Melbourne,2,241.39999999999998,5,1,2,3,4.8,0,0.85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,340,30515577,156409670,Melbourne,Entire home/apt,Serviced_apartment,5.486455308663431,0,1,0,31,0,95,0,1,736.5,1,2,1,2,3,4.5+,1,4,0,6.601909235902685
Condo,Port Phillip,missing,142,3,1,1,1,4.96,26,0.73,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,200,30692611,13553423,Port Phillip,Entire home/apt,Condo,4.955827057601261,0,0,0,60,1,98,1,0,1071,0,3,1,1,1,4.5+,2,3,3.295836866004329,6.976348070447749
Loft,Yarra,1,95.85,3,1,1,2,4.96,130,3.49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,135,30719772,217509697,Yarra,Entire home/apt,Loft,4.562784469491653,0,0,0,100,0,100,0,0,1117,0,3,1,1,2,4.5+,3,2,4.875197323201151,7.018401799069201
Serviced_apartment,Wyndham,4,106.5,3,1,2,1,4.8,0,0.85,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,150,30870962,131117137,Wyndham,Entire home/apt,Serviced_apartment,4.66814498514948,1,1,1,96,1,98,0,1,736.5,1,2,1,2,1,4.5+,1,1,0,6.601909235902685
Serviced_apartment,Maribyrnong,1,176.79,4,1,2,2,4.67,3,0.09,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,249,30911861,178383372,Maribyrnong,Entire home/apt,Serviced_apartment,5.174962587517932,0,0,0,58,0,100,0,0,1049,0,3,1,2,2,4.5+,2,1,1.3862943611198906,6.955592608396297
Condo,Port Phillip,3,83.78,2,1,1,1,3.33,3,0.08,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,118,31059750,142325689,Port Phillip,Entire home/apt,Condo,4.428194315518889,0,0,0,80,0,100,0,0,1084,0,3,1,1,1,0-4.5,2,2,1.3862943611198906,6.988413181999592
Condo,Port Phillip,3,83.78,2,1,1,1,4,8,0.24,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,118,31096662,142325689,Port Phillip,Entire home/apt,Condo,4.428194315518889,0,0,0,80,0,100,0,0,1004,0,3,1,1,1,0-4.5,2,1,2.1972245773362196,6.911747300251674
Condo,Melbourne,3,83.78,2,1,1,1,4.64,14,0.38,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,118,31113184,142325689,Melbourne,Entire home/apt,Condo,4.428194315518889,0,0,0,80,0,100,0,0,1094,0,3,1,1,1,4.5+,2,1,2.70805020110221,6.9975959829819265
Condo,Port Phillip,3,87.33,2,1,1,1,4.75,8,0.22,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,123,31126570,142325689,Port Phillip,Entire home/apt,Condo,4.469694046425642,0,0,0,80,0,100,0,0,1070,0,3,1,1,1,4.5+,2,1,2.1972245773362196,6.975413927455952
Condo,Melbourne,3,83.78,2,1,1,1,4.8,5,0.18,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,118,31127218,142325689,Melbourne,Entire home/apt,Condo,4.428194315518889,0,0,0,80,0,100,0,0,833,0,2,1,1,1,4.5+,2,3,1.791759469228055,6.725033642166843
Condo,Melbourne,3,70.28999999999999,2,1,1,1,4.55,29,0.79,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,99,31138701,142325689,Melbourne,Entire home/apt,Condo,4.2526295411878134,0,0,0,80,0,100,0,0,1102,0,3,1,1,1,4.5+,2,1,3.4011973816621555,7.004881989712859
Condo,Port Phillip,3,79.52,2,1,1,1,4.25,24,0.65,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,112,31138971,142325689,Port Phillip,Entire home/apt,Condo,4.376008562348319,0,0,0,80,0,100,0,0,1102,0,3,1,1,1,0-4.5,2,2,3.2188758248682006,7.004881989712859
Condo,Melbourne,missing,83.78,2,1,1,1,4,2,0.05,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,118,31150769,232510184,Melbourne,Entire home/apt,Condo,4.428194315518889,0,0,1,96,1,98,1,0,1099,0,3,1,1,1,0-4.5,2,1,1.0986122886681098,7.002155954403621
Condo,Port Phillip,3,83.78,2,1,1,1,4.78,9,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,118,31151919,142325689,Port Phillip,Entire home/apt,Condo,4.428194315518889,0,0,0,80,0,100,0,0,1066,0,3,1,1,1,4.5+,2,1,2.302585092994046,6.97166860472579
Condo,Melbourne,1,76.67999999999999,3,1,1,1,4.81,77,2.14,3,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,108,31213804,133673118,Melbourne,Entire home/apt,Condo,4.339640918177444,0,0,0,98,0,100,0,0,1079,0,3,1,1,1,4.5+,3,3,4.356708826689592,6.983789965258135
Condo,Melbourne,1,103.66,3,1,1,2,4.75,139,3.8,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,146,31301453,170880128,Melbourne,Entire home/apt,Condo,4.641116312761561,0,0,0,96,0,97,0,0,1096,0,3,1,1,2,4.5+,3,1,4.941642422609304,6.999422467507961
Condo,Melbourne,missing,84.49,4,1,2,3,4.7,50,1.39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,119,31362116,154877871,Melbourne,Entire home/apt,Condo,4.436633184164753,0,0,1,96,1,98,1,0,1077,0,3,1,2,3,4.5+,2,2,3.9318256327243257,6.981934677156389
Serviced_apartment,Melbourne,1,112.89,6,1,2,4,4.33,206,5.65,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,159,31451493,67024990,Melbourne,Entire home/apt,Serviced_apartment,4.726413893273455,0,0,0,97,0,99,0,0,1092,0,3,1,2,3,0-4.5,3,1,5.332718793265369,6.9957661563048505
Condo,Yarra,missing,78.1,5,1,2,3,4.26,35,0.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,110,31523038,236222293,Yarra,Entire home/apt,Condo,4.35799005684564,0,0,1,96,1,98,1,0,1086,0,3,1,2,3,0-4.5,2,1,3.58351893845611,6.990256500493881
Condo,Stonnington,missing,106.5,2,1,1,1,4.8,0,0.85,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,150,31603903,54698159,Stonnington,Entire home/apt,Condo,4.66814498514948,0,1,1,96,1,98,1,1,736.5,1,2,1,1,1,4.5+,1,3,0,6.601909235902685
Condo,Melbourne,1,218.67999999999998,6,2,3,3,4.91,69,1.95,2,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,308,31646352,42413816,Melbourne,Entire home/apt,Condo,5.387609474026799,0,0,0,94,0,100,0,0,1061,0,3,2,3,3,4.5+,3,2,4.248495242049359,6.966967138613983
Loft,Melbourne,1,77.39,5,1,1,3,4.91,76,2.14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,109,31676997,2159179,Melbourne,Entire home/apt,Loft,4.348857573282368,0,0,0,99,0,100,0,0,1064,0,3,1,1,3,4.5+,3,2,4.343805421853684,6.96979066990159
Condo,Melbourne,2,166.14,4,1,1,1,3,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,234,31730216,138649185,Melbourne,Entire home/apt,Condo,5.112830806410925,0,0,0,40,0,94,0,0,1036,0,3,1,1,1,0-4.5,2,2,1.0986122886681098,6.943122422819428
Condo,Boroondara,missing,149.1,4,2,2,3,5,1,0.03,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,210,31919883,43256239,Boroondara,Entire home/apt,Condo,5.004617221770693,0,0,0,100,1,98,1,0,1028,0,3,2,2,3,4.5+,2,2,0.6931471805599453,6.93537044601511
Serviced_apartment,Stonnington,missing,91.58999999999999,2,2,2,2,4.8,0,0.85,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,129,31958141,237185452,Stonnington,Entire home/apt,Serviced_apartment,4.5173220954148965,0,1,1,96,1,98,1,1,736.5,1,2,2,2,2,4.5+,1,3,0,6.601909235902685
Condo,Port Phillip,1,258.44,6,2,3,5,4.55,11,0.34,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,364,32283820,187215364,Port Phillip,Entire home/apt,Condo,5.554663558689965,0,0,0,75,0,100,0,0,957,0,2,2,3,3,4.5+,2,2,2.4849066497880004,6.863803391452954
Condo,Melbourne,2,149.1,4,1,1,2,4.8,0,0.85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,210,32344825,138649185,Melbourne,Entire home/apt,Condo,5.004617221770693,0,1,0,40,0,94,0,1,736.5,1,2,1,1,2,4.5+,1,3,0,6.601909235902685
Loft,Port Phillip,missing,78.1,4,1,1,2,5,9,0.26,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,110,32365522,243020815,Port Phillip,Entire home/apt,Loft,4.35799005684564,0,0,1,96,1,98,1,0,1056,0,3,1,1,2,4.5+,2,1,2.302585092994046,6.962243464266207
Loft,Yarra,missing,85.19999999999999,4,2,2,2,5,4,0.11,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,120,32504957,13273575,Yarra,Entire home/apt,Loft,4.44500143383527,0,0,0,100,1,98,1,0,1046,0,3,2,2,2,4.5+,2,3,1.6094379124341003,6.952728644624869
Condo,Melbourne,2,162.59,4,1,1,1,4.8,0,0.85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,229,32505767,138649185,Melbourne,Entire home/apt,Condo,5.091231694607464,0,1,0,40,0,94,0,1,736.5,1,2,1,1,1,4.5+,1,3,0,6.601909235902685
Condo,Melbourne,2,159.75,3,1,2,2,4.8,0,0.85,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,225,32532090,138649185,Melbourne,Entire home/apt,Condo,5.073610093257644,1,1,0,40,0,94,0,1,736.5,1,2,1,2,2,4.5+,1,3,0,6.601909235902685
Serviced_apartment,Melbourne,2,236.42999999999998,4,1,2,3,4.8,0,0.85,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,333,32536835,156409670,Melbourne,Entire home/apt,Serviced_apartment,5.465652181033668,0,1,0,31,0,95,0,1,736.5,1,2,1,2,3,4.5+,1,4,0,6.601909235902685
Condo,Melbourne,2,230.75,4,1,2,2,4.8,0,0.85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,325,32537718,138649185,Melbourne,Entire home/apt,Condo,5.441334873382962,0,1,0,40,0,94,0,1,736.5,1,2,1,2,2,4.5+,1,3,0,6.601909235902685
Serviced_apartment,Melbourne,2,176.79,3,1,1,1,4.8,0,0.85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,249,32538309,156409670,Melbourne,Entire home/apt,Serviced_apartment,5.174962587517932,0,1,0,31,0,95,0,1,736.5,1,2,1,1,1,4.5+,1,3,0,6.601909235902685
Serviced_apartment,Yarra Ranges,1,164.72,4,1,1,4,5,1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,232,32676247,98322639,Yarra Ranges,Entire home/apt,Serviced_apartment,5.104247062719534,0,0,0,61,0,90,0,0,413,0,1,1,1,3,4.5+,2,1,0.6931471805599453,6.023447592961033
Condo,Stonnington,missing,159.75,4,2,2,2,5,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,225,32990475,194405811,Stonnington,Entire home/apt,Condo,5.073610093257644,0,0,1,96,1,98,1,0,1022,0,3,2,2,2,4.5+,2,1,0.6931471805599453,6.92951677076365
Serviced_apartment,Stonnington,3,140.57999999999998,2,1,1,1,5,2,0.08,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,198,33251389,3518112,Stonnington,Entire home/apt,Serviced_apartment,4.945776721747759,0,0,0,24,0,80,0,0,738,0,2,1,1,1,4.5+,2,2,1.0986122886681098,6.6039438246004725
